id,source,title,url,author,posted_at,hn_score,hn_comments,fetched_at
hn:48689028,hackernews,Previewing GPT‑5.6 Sol: a next-generation model,https://openai.com/index/previewing-gpt-5-6-sol/,minimaxir,2026-06-26T17:06:55+00:00,863,517,2026-06-27T02:37:12+00:00
hn:48692946,hackernews,"Why does kinetic energy increase quadratically, not linearly, with speed? (2011)",https://physics.stackexchange.com/questions/535/why-does-kinetic-energy-increase-quadratically-not-linearly-with-speed,ProxyTracer,2026-06-26T22:43:29+00:00,102,44,2026-06-27T02:37:13+00:00
hn:48692090,hackernews,A C++ implementation of a fast hash map and hash set using hopscotch hashing,https://github.com/Tessil/hopscotch-map,gjvc,2026-06-26T21:18:28+00:00,69,11,2026-06-27T02:37:13+00:00
hn:48692883,hackernews,AI in mathematics is forcing big questions,https://spectrum.ieee.org/ai-in-mathematics,rbanffy,2026-06-26T22:36:51+00:00,50,24,2026-06-27T02:37:13+00:00
hn:48690101,hackernews,U.S. government will decide who gets to use GPT-5.6,https://www.washingtonpost.com/technology/2026/06/26/openai-says-us-government-will-vet-users-its-latest-ai-model/,alain94040,2026-06-26T18:23:14+00:00,847,944,2026-06-27T02:37:13+00:00
hn:48692058,hackernews,The gap between open weights LLMs and closed source LLMs,https://blog.doubleword.ai/frontier-os-llm,kkm,2026-06-26T21:14:47+00:00,127,105,2026-06-27T02:37:13+00:00
hn:48692051,hackernews,We can still stop California's 3D printer surveillance scheme,https://www.eff.org/deeplinks/2026/06/we-can-still-stop-californias-3d-printer-surveillance-scheme,hn_acker,2026-06-26T21:13:50+00:00,244,75,2026-06-27T02:37:14+00:00
hn:48693391,hackernews,Om,https://daringfireball.net/2026/06/om,throw0101a,2026-06-26T23:33:46+00:00,117,8,2026-06-27T02:37:14+00:00
hn:48673115,hackernews,A Tiny Compiler for Data-Parallel Kernels,https://healeycodes.com/a-tiny-compiler-for-data-parallel-kernels,healeycodes,2026-06-25T13:32:12+00:00,28,3,2026-06-27T02:37:14+00:00
hn:48685558,hackernews,Ultrasound imaging of the brain,https://alephneuro.com/blog/ultrasound-brain,rossant,2026-06-26T11:51:11+00:00,242,99,2026-06-27T02:37:15+00:00
hn:48688700,hackernews,"Show HN: Smart model routing directly in Claude, Codex and Cursor",https://github.com/workweave/router,adchurch,2026-06-26T16:40:11+00:00,150,90,2026-06-27T02:37:15+00:00
hn:48692995,hackernews,US allows Anthropic to release Mythos to 'trusted partners',https://www.reuters.com/technology/us-releases-anthropic-model-mythos-some-us-companies-semafor-reports-2026-06-26/,bobrenjc93,2026-06-26T22:48:28+00:00,224,205,2026-06-27T02:37:15+00:00
hn:48689277,hackernews,What Is a Nomogram and Why Would It Interest Me?,https://lefakkomies.github.io/pynomo-doc/introduction/introduction.html#what-is-a-nomogram-and-why-would-it-interest-me,Eridanus2,2026-06-26T17:24:25+00:00,90,18,2026-06-27T02:37:15+00:00
hn:48690709,hackernews,Long Wave radio era set to end with Droitwich switch-off,https://www.bbc.com/news/articles/c74yn7v7k4qo,speckx,2026-06-26T19:12:20+00:00,59,25,2026-06-27T02:37:16+00:00
hn:48689859,hackernews,"Pre-Modern Armies for Worldbuilders, Part III: Paying for It",https://acoup.blog/2026/06/26/collections-pre-modern-armies-for-worldbuilders-part-iii-paying-for-it/,jfoucher,2026-06-26T18:04:05+00:00,59,6,2026-06-27T02:37:16+00:00
hn:48691346,hackernews,PlayStation Is Deleting 551 Movies from Customers' Accounts,https://kotaku.com/playstation-store-movies-digital-studio-canal-terminator-2000711013,ortusdux,2026-06-26T20:07:18+00:00,170,101,2026-06-27T02:37:16+00:00
hn:48690231,hackernews,Gossamer: a Rust-flavoured language with real goroutines and pause-free memory,https://gossamer-lang.org/,mwheeler,2026-06-26T18:32:22+00:00,69,58,2026-06-27T02:37:17+00:00
