id,source,title,url,author,posted_at,hn_score,hn_comments,fetched_at,llm_signal_strength,llm_investment_relevance,llm_market_impact,llm_tag,llm_flag,llm_translation,prompt_version,model,input_tokens,output_tokens,cache_write_tokens,cache_read_tokens,cost_usd,run_timestamp
hn:48345840,hackernews,Cloudflare Turnstile requiring fingerprintable WebGL,https://hacktivis.me/articles/cloudflare-turnstile-webgl-fingerprinting,HypnoticOcelot,2026-05-31T14:13:20+00:00,522,294,2026-06-01T02:19:19+00:00,6,4,4,other,skim,Technical analysis of Cloudflare's Turnstile CAPTCHA revealing WebGL fingerprinting capability; relevant to privacy/security thesis but doesn't materially affect NET's 2-year outlook or competitive moat.,news_v0.2,claude-haiku-4-5,2535,112,0,0,0.003095,2026-05-31T22:19:27
hn:48346257,hackernews,1-Bit Bonsai Image 4B Image Generation for Local Devices,https://prismml.com/news/bonsai-image-4b,modinfo,2026-05-31T15:04:52+00:00,293,102,2026-06-01T02:19:19+00:00,7,6,5,ai,skim,"Edge-deployed image generation (4B parameters, 1-bit quantization) demonstrates on-device AI viability and reduces inference-cost moat. Matters for long-cycle thesis on AI democratization and competitive pressure on inference providers, but lacks named commercial catalyst or named-ticker read within 2 years.",news_v0.2,claude-haiku-4-5,2528,131,0,0,0.003183,2026-05-31T22:19:29
hn:48346947,hackernews,Creatine raises brain energy levels and slows cognitive decline: study,https://thesciverse.org/scientists-found-that-the-creatine-supplement-millions-take-for-muscle-gains-is-quietly-raising-brain-energy-levels-and-slowing-early-alzheimers-cognitive-decline-by-30/,MrJagil,2026-05-31T16:19:34+00:00,486,321,2026-06-01T02:19:20+00:00,4,2,3,bio,skip,Low signal.,news_v0.2,claude-haiku-4-5,2574,67,0,0,0.002909,2026-05-31T22:19:30
hn:48350598,hackernews,Chuwi Minibook X: the netbook we deserve,https://tylercipriani.com/blog/2026/05/28/chuwi-minibook-x/,thcipriani,2026-05-31T22:59:50+00:00,95,80,2026-06-01T02:19:20+00:00,4,2,2,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2535,67,0,0,0.00287,2026-05-31T22:19:31
hn:48344961,hackernews,Dav2d,https://jbkempf.com/blog/2026/dav2d/,captain_bender,2026-05-31T11:44:45+00:00,398,146,2026-06-01T02:19:20+00:00,5,2,2,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2518,67,0,0,0.002853,2026-05-31T22:19:32
hn:48345248,hackernews,United Airlines 767 returns to Newark after Bluetooth name sparks alert,https://simpleflying.com/united-airlines-767-returns-newark-bluetooth-name-alert/,Eridanus2,2026-05-31T12:41:19+00:00,274,427,2026-06-01T02:19:20+00:00,2,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2535,67,0,0,0.00287,2026-05-31T22:19:34
hn:48347354,hackernews,"Meta launches Instagram, Facebook, and WhatsApp subscriptions",https://techcrunch.com/2026/05/27/meta-officially-launches-instagram-facebook-and-whatsapp-subscriptions-with-more-to-come-including-ai-plans/,tambourine_man,2026-05-31T17:02:23+00:00,121,196,2026-06-01T02:19:21+00:00,7,6,5,ai,skim,Meta monetizes user base via subscription tier across flagship apps. Signals confidence in AI-powered premium features (hinted by 'AI plans') but execution risk on churn; watch for Q3 subscriber/ARPU guidance on next earnings call to confirm thesis.,news_v0.2,claude-haiku-4-5,2554,121,0,0,0.003159,2026-05-31T22:19:36
hn:48348578,hackernews,"Codex just found a ""workaround"" of not having sudo on my PC",https://twitter.com/i/status/2060746160558543217,thunderbong,2026-05-31T18:57:48+00:00,387,189,2026-06-01T02:19:21+00:00,3,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2527,67,0,0,0.002862,2026-05-31T22:19:38
hn:48347153,hackernews,The Speed of Prototyping in the Age of AI,https://darylcecile.net/notes/speed-of-prototyping-age-of-ai,mooreds,2026-05-31T16:37:34+00:00,115,63,2026-06-01T02:19:21+00:00,5,4,2,ai,skim,"Personal essay on AI-accelerated development velocity. Useful context for understanding AI productivity gains but lacks primary data, named companies, or market-moving insights; relevant mainly to developer experience and build timelines, not capital allocation.",news_v0.2,claude-haiku-4-5,2528,111,0,0,0.003083,2026-05-31T22:19:40
hn:48348429,hackernews,"Show HN: Streambed – Stream Postgres to Iceberg on S3, Supports Postgres Wire",https://github.com/viggy28/streambed,vira28,2026-05-31T18:43:05+00:00,65,12,2026-06-01T02:19:21+00:00,5,3,2,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2528,67,0,0,0.002863,2026-05-31T22:19:41
