id,source,title,url,author,posted_at,hn_score,hn_comments,fetched_at,llm_signal_strength,llm_investment_relevance,llm_market_impact,llm_tag,llm_flag,llm_translation,prompt_version,model,input_tokens,output_tokens,cache_write_tokens,cache_read_tokens,cost_usd,run_timestamp
hn:48201484,hackernews,Railway Blocked by Google Cloud,https://status.railway.com/?date=20260519,aarondf,2026-05-20T00:23:54+00:00,152,40,2026-05-20T02:16:34+00:00,5,2,3,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2512,67,0,0,0.002847,2026-05-19T22:16:41
hn:48196570,hackernews,Gemini 3.5 Flash,https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-3-5/,spectraldrift,2026-05-19T17:43:45+00:00,592,447,2026-05-20T02:16:34+00:00,7,6,5,ai,skim,Google releases incremental capability update (Gemini 3.5 Flash). Relevant to the AI-infrastructure thesis but lacks specific performance breakthrough or cost inflection; watch for pricing/compute-efficiency details that might shift the NVDA/MSFT competitive dynamic.,news_v0.2,claude-haiku-4-5,2532,122,0,0,0.003142,2026-05-19T22:16:43
hn:48195009,hackernews,I’ve built a virtual museum with nearly every operating system you can think of,https://virtualosmuseum.org/,andreww591,2026-05-19T15:53:38+00:00,605,146,2026-05-20T02:16:34+00:00,5,2,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2517,67,0,0,0.002852,2026-05-19T22:16:44
hn:48197370,hackernews,Google changes its search box,https://blog.google/products-and-platforms/products/search/search-io-2026/,berkeleyjunk,2026-05-19T18:34:27+00:00,384,555,2026-05-20T02:16:34+00:00,4,3,2,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2521,67,0,0,0.002856,2026-05-19T22:16:46
hn:48198291,hackernews,OpenAI Adopts Google's SynthID Watermark for AI Images with Verification Tool,https://openai.com/index/advancing-content-provenance/,smooke,2026-05-19T19:34:30+00:00,204,105,2026-05-20T02:16:35+00:00,7,6,5,ai,skim,"OpenAI adopts Google's watermarking standard for AI-generated images, signaling cross-company consensus on provenance tooling. Relevant to AI safety/regulation narrative but not a near-term revenue or margin driver for MSFT or the broader AI infrastructure thesis.",news_v0.2,claude-haiku-4-5,2528,123,0,0,0.003143,2026-05-19T22:16:48
hn:48200569,hackernews,Remove–AI–Watermarks – CLI and library for removing AI watermarks from images,https://github.com/wiltodelta/remove-ai-watermarks,janalsncm,2026-05-19T22:30:31+00:00,125,74,2026-05-20T02:16:35+00:00,4,2,3,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2528,67,0,0,0.002863,2026-05-19T22:16:49
hn:48192383,hackernews,Show HN: Forge – Guardrails take an 8B model from 53% to 99% on agentic tasks,https://github.com/antoinezambelli/forge,zambelli,2026-05-19T12:23:07+00:00,278,101,2026-05-20T02:16:35+00:00,7,6,4,ai,skim,"Open-source guardrails library demonstrates significant accuracy gains on smaller models for agentic tasks; relevant to the thesis that inference-time optimization unlocks value from sub-frontier models, but lacks named-company commercialization or benchmark-setting rigor to move public equities within 2 years.",news_v0.2,claude-haiku-4-5,2534,128,0,0,0.003174,2026-05-19T22:16:51
hn:48197995,hackernews,Mistral AI acquires Emmi AI,https://www.emmi.ai/news/mistral-ai-acquires-emmi-ai,doener,2026-05-19T19:14:12+00:00,170,44,2026-05-20T02:16:35+00:00,6,5,4,ai,skim,"Mistral consolidates AI talent/IP via acquisition of Emmi (likely a smaller model or tooling startup). Incremental signal of competitive consolidation in foundation-model space; watch whether Mistral's backing (Andreessen, others) accelerates toward a public exit or SPAC within 18-24 months.",news_v0.2,claude-haiku-4-5,2524,136,0,0,0.003204,2026-05-19T22:16:54
hn:48201316,hackernews,GitHub is investigating unauthorized access to their internal repositories,https://twitter.com/github/status/2056884788179726685,splenditer,2026-05-20T00:01:18+00:00,147,30,2026-05-20T02:16:35+00:00,7,5,6,macro,skim,GitHub (MSFT subsidiary) security incident surfaces operational/reputational risk but scope unclear. Watch for follow-on disclosures on customer data exposure; broad SaaS/cloud infrastructure trust premium may face pressure if breach is material.,news_v0.2,claude-haiku-4-5,2518,115,0,0,0.003093,2026-05-19T22:16:56
hn:48192224,hackernews,Apple unveils new accessibility features,https://www.apple.com/newsroom/2026/05/apple-unveils-new-accessibility-features-and-updates-with-apple-intelligence/,interpol_p,2026-05-19T12:04:18+00:00,598,311,2026-05-20T02:16:35+00:00,4,3,2,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2536,67,0,0,0.002871,2026-05-19T22:16:57
