id,source,title,url,author,posted_at,hn_score,hn_comments,fetched_at
hn:48201484,hackernews,Railway Blocked by Google Cloud,https://status.railway.com/?date=20260519,aarondf,2026-05-20T00:23:54+00:00,152,40,2026-05-20T02:16:34+00:00
hn:48196570,hackernews,Gemini 3.5 Flash,https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-3-5/,spectraldrift,2026-05-19T17:43:45+00:00,592,447,2026-05-20T02:16:34+00:00
hn:48195009,hackernews,I’ve built a virtual museum with nearly every operating system you can think of,https://virtualosmuseum.org/,andreww591,2026-05-19T15:53:38+00:00,605,146,2026-05-20T02:16:34+00:00
hn:48197370,hackernews,Google changes its search box,https://blog.google/products-and-platforms/products/search/search-io-2026/,berkeleyjunk,2026-05-19T18:34:27+00:00,384,555,2026-05-20T02:16:34+00:00
hn:48198291,hackernews,OpenAI Adopts Google's SynthID Watermark for AI Images with Verification Tool,https://openai.com/index/advancing-content-provenance/,smooke,2026-05-19T19:34:30+00:00,204,105,2026-05-20T02:16:35+00:00
hn:48200569,hackernews,Remove–AI–Watermarks – CLI and library for removing AI watermarks from images,https://github.com/wiltodelta/remove-ai-watermarks,janalsncm,2026-05-19T22:30:31+00:00,125,74,2026-05-20T02:16:35+00:00
hn:48192383,hackernews,Show HN: Forge – Guardrails take an 8B model from 53% to 99% on agentic tasks,https://github.com/antoinezambelli/forge,zambelli,2026-05-19T12:23:07+00:00,278,101,2026-05-20T02:16:35+00:00
hn:48197995,hackernews,Mistral AI acquires Emmi AI,https://www.emmi.ai/news/mistral-ai-acquires-emmi-ai,doener,2026-05-19T19:14:12+00:00,170,44,2026-05-20T02:16:35+00:00
hn:48201316,hackernews,GitHub is investigating unauthorized access to their internal repositories,https://twitter.com/github/status/2056884788179726685,splenditer,2026-05-20T00:01:18+00:00,147,30,2026-05-20T02:16:35+00:00
hn:48192224,hackernews,Apple unveils new accessibility features,https://www.apple.com/newsroom/2026/05/apple-unveils-new-accessibility-features-and-updates-with-apple-intelligence/,interpol_p,2026-05-19T12:04:18+00:00,598,311,2026-05-20T02:16:35+00:00
hn:48197980,hackernews,Minnesota becomes first state to ban prediction markets,https://www.npr.org/2026/05/19/nx-s1-5821265/minnesota-ban-prediction-markets,ortusdux,2026-05-19T19:13:26+00:00,466,144,2026-05-20T02:16:35+00:00
hn:48191602,hackernews,Show HN: Gaussian Splat of a Strawberry,https://superspl.at/scene/84df8849,danybittel,2026-05-19T10:38:47+00:00,480,185,2026-05-20T02:16:36+00:00
hn:48194352,hackernews,I’ve joined Anthropic,https://twitter.com/karpathy/status/2056753169888334312,dmarcos,2026-05-19T15:07:45+00:00,1179,487,2026-05-20T02:16:36+00:00
hn:48178390,hackernews,Lisp in Web-Based Applications (2001),https://sep.turbifycdn.com/ty/cdn/paulgraham/bbnexcerpts.txt,bschne,2026-05-18T11:51:50+00:00,42,3,2026-05-20T02:16:36+00:00
hn:48198127,hackernews,Dumb ways for an open source project to die,https://nesbitt.io/2026/05/19/dumb-ways-for-an-open-source-project-to-die.html,chmaynard,2026-05-19T19:22:56+00:00,154,87,2026-05-20T02:16:36+00:00
hn:48190454,hackernews,CISA Admin Leaked AWS GovCloud Keys on GitHub,https://krebsonsecurity.com/2026/05/cisa-admin-leaked-aws-govcloud-keys-on-github/,LelouBil,2026-05-19T07:45:53+00:00,405,168,2026-05-20T02:16:36+00:00
hn:48175748,hackernews,The two oldest printing presses,https://museumplantinmoretus.be/en/worlds-two-oldest-printing-presses,janpot,2026-05-18T05:01:19+00:00,20,3,2026-05-20T02:16:37+00:00
hn:48194098,hackernews,Why is almost everyone right-handed? A new study connects it to bipedalism,https://www.ox.ac.uk/news/2026-05-15-why-is-almost-everyone-right-handed-the-answer-may-lie-in-how-we-learned-to-walk,gmays,2026-05-19T14:50:42+00:00,93,148,2026-05-20T02:16:37+00:00
hn:48194614,hackernews,"Copy Fail, Dirty Frag, and Fragnesia kernel vulnerabilities",https://www.gentoo.org/news/2026/05/19/copy-fail-fragnesia-vulnerabilities.html,akhuettel,2026-05-19T15:27:53+00:00,112,42,2026-05-20T02:16:37+00:00
hn:48197703,hackernews,Disney erased FiveThirtyEight,https://www.natesilver.net/p/disney-erased-fivethirtyeight,7777777phil,2026-05-19T18:56:25+00:00,325,195,2026-05-20T02:16:37+00:00
hn:48196867,hackernews,"Gemini CLI will stop working from June 18, 2026",https://developers.googleblog.com/an-important-update-transitioning-gemini-cli-to-antigravity-cli/,primaprashant,2026-05-19T18:03:10+00:00,62,22,2026-05-20T02:16:37+00:00
hn:48177300,hackernews,The foundations of a provably secure operating system (PSOS) (1979) [pdf],http://www.csl.sri.com/users/neumann/psos.pdf,rurban,2026-05-18T09:40:51+00:00,121,83,2026-05-20T02:16:37+00:00
hn:48197445,hackernews,The TTY Demystified (2008),https://www.linusakesson.net/programming/tty/index.php,20after4,2026-05-19T18:40:19+00:00,42,8,2026-05-20T02:16:38+00:00
hn:48182872,hackernews,Hanoi’s humble beer glass and the memory of a nation,https://sundaylongread.com/2026/05/15/hanois-humble-beer-glass-and-the-memory-of-a-nation/,NaOH,2026-05-18T17:45:02+00:00,123,37,2026-05-20T02:16:38+00:00
hn:48196609,hackernews,Gemini Omni,https://deepmind.google/models/gemini-omni/,meetpateltech,2026-05-19T17:46:19+00:00,273,112,2026-05-20T02:16:38+00:00
