id,source,title,url,author,posted_at,hn_score,hn_comments,fetched_at,llm_signal_strength,llm_investment_relevance,llm_market_impact,llm_tag,llm_flag,llm_translation,prompt_version,model,input_tokens,output_tokens,cache_write_tokens,cache_read_tokens,cost_usd,run_timestamp
hn:48100706,hackernews,Postmortem: TanStack npm supply-chain compromise,https://tanstack.com/blog/npm-supply-chain-compromise-postmortem,varunsharma07,2026-05-11T21:08:25+00:00,460,141,2026-05-12T00:30:42+00:00,7,5,6,macro,skim,"Real supply-chain compromise on widely-used open-source library (TanStack/React Query). Chain: npm ecosystem fragility → downstream risk for web-app infrastructure providers (MSFT/GitHub Copilot, GOOGL Cloud) and SaaS platforms; signals need for supply-chain hardening tools and security investment.",news_v0.2,claude-haiku-4-5,2528,136,0,0,0.003208,2026-05-11T20:31:16
hn:48098261,hackernews,UCLA discovers first stroke rehabilitation drug to repair brain damage (2025),https://stemcell.ucla.edu/news/ucla-discovers-first-stroke-rehabilitation-drug-repair-brain-damage,bookofjoe,2026-05-11T17:53:08+00:00,188,35,2026-05-12T00:30:43+00:00,7,4,5,bio,skim,"UCLA reports a stroke-rehab drug candidate that repairs neurological damage; if validated clinically and commercialized, could reshape post-stroke treatment. Watch for Phase II/III timelines and licensing deals to public biotech, but early-stage discovery is not yet actionable for a 2-year horizon.",news_v0.2,claude-haiku-4-5,2536,130,0,0,0.003186,2026-05-11T20:31:18
hn:48100433,hackernews,"If AI writes your code, why use Python?",https://medium.com/@NMitchem/if-ai-writes-your-code-why-use-python-bf8c4ba1a055,indigodaddy,2026-05-11T20:45:55+00:00,73,72,2026-05-12T00:30:43+00:00,3,2,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2540,67,0,0,0.002875,2026-05-11T20:31:19
hn:48099616,hackernews,Library for fast mapping of Java records to native memory,https://github.com/mamba-studio/TypedMemory,joe_mwangi,2026-05-11T19:33:31+00:00,98,23,2026-05-12T00:30:43+00:00,5,2,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2520,67,0,0,0.002855,2026-05-11T20:31:21
hn:48094641,hackernews,Google says criminal hackers used AI to find a major software flaw,https://www.nytimes.com/2026/05/11/us/politics/google-hackers-attack-ai.html,donohoe,2026-05-11T13:20:14+00:00,104,77,2026-05-12T00:30:43+00:00,7,6,7,macro,read,"Criminal use of AI for vulnerability discovery signals a new attack surface and raises cybersecurity capex/compliance costs industry-wide. Chain: AI-assisted exploitation → enterprise and cloud providers (MSFT, GOOGL, AMZN) face higher security R&D burden and potential liability → security spending accelerates; regulatory scrutiny on AI safety hardens; broader macro implication for AI governance sentiment entering the next 12-24 months.",news_v0.2,claude-haiku-4-5,2537,158,0,0,0.003327,2026-05-11T20:31:23
hn:48100500,hackernews,GitLab announces workforce reduction and end of their CREDIT values,https://about.gitlab.com/blog/gitlab-act-2/,AnonGitLabEmpl,2026-05-11T20:51:57+00:00,259,240,2026-05-12T00:30:43+00:00,5,2,3,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2525,67,0,0,0.00286,2026-05-11T20:31:25
hn:48093100,hackernews,Ratty – A terminal emulator with inline 3D graphics,https://ratty-term.org/,orhunp_,2026-05-11T10:13:04+00:00,601,194,2026-05-12T00:30:43+00:00,5,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2517,67,0,0,0.002852,2026-05-11T20:31:26
hn:48100970,hackernews,Griffin PowerMate driver for modern macOS,https://github.com/jameslockman/Griffin-PowerMate-Driver,classichasclass,2026-05-11T21:35:38+00:00,20,7,2026-05-12T00:30:44+00:00,3,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2520,67,0,0,0.002855,2026-05-11T20:31:29
hn:48100662,hackernews,I let AI build a tool to help me figure out what was waking me up at night,https://martin.sh/i-let-ai-build-a-tool-to-help-me-figure-out-what-was-waking-me-up-at-night/,showmypost,2026-05-11T21:04:10+00:00,52,51,2026-05-12T00:30:44+00:00,4,2,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2555,67,0,0,0.00289,2026-05-11T20:31:30
hn:48092028,hackernews,Gmail registration now requires scanning a QR code and sending a text message,https://discuss.privacyguides.net/t/google-account-registration-now-requires-sending-an-sms-via-phone-instead-of-receiving-an-sms/36082,negura,2026-05-11T07:26:54+00:00,548,391,2026-05-12T00:30:44+00:00,5,2,3,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2553,67,0,0,0.002888,2026-05-11T20:31:31
hn:48080316,hackernews,"Silverback Imfura took a chance, and ended up alone",https://gorillafund.org/mountain-gorillas/silverback-imfura-took-a-chance-and-ended-up-alone/,alex000kim,2026-05-10T02:06:19+00:00,24,9,2026-05-12T00:30:44+00:00,2,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2542,67,0,0,0.002877,2026-05-11T20:31:32
hn:48085685,hackernews,"Training an LLM in Swift, Part 1: Taking matrix mult from Gflop/s to Tflop/s",https://www.cocoawithlove.com/blog/matrix-multiplications-swift.html,zdw,2026-05-10T17:05:05+00:00,209,11,2026-05-12T00:30:44+00:00,5,2,1,ai,skip,Low signal.,news_v0.2,claude-haiku-4-5,2543,67,0,0,0.002878,2026-05-11T20:31:34
hn:48097078,hackernews,Interfaze: A new model architecture built for high accuracy at scale,https://interfaze.ai/blog/interfaze-a-new-model-architecture-built-for-high-accuracy-at-scale,yoeven,2026-05-11T16:22:31+00:00,101,27,2026-05-12T00:30:44+00:00,5,4,3,ai,skim,"A startup claims a new model architecture for scaling; without independent benchmarks or named-customer traction, this reads as early-stage technical blog post rather than market-moving capability. Follow if Interfaze reaches deployment partnerships with major cloud/infra providers.",news_v0.2,claude-haiku-4-5,2537,118,0,0,0.003127,2026-05-11T20:31:36
hn:48100192,hackernews,"Show HN: OpenGravity – A zero-install, BYOK vanilla JS clone of Antigravity",https://github.com/ab-613/opengravity,ab613,2026-05-11T20:23:25+00:00,38,16,2026-05-12T00:30:45+00:00,3,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2530,67,0,0,0.002865,2026-05-11T20:31:37
hn:48100524,hackernews,Interaction Models,https://thinkingmachines.ai/blog/interaction-models/,smhx,2026-05-11T20:53:37+00:00,71,8,2026-05-12T00:30:45+00:00,5,4,2,ai,skim,Technical blog post on interaction model architectures from a research-adjacent org. Incremental contribution to AI model design discourse; no named commercialization milestone or regulatory signal for public-market holders.,news_v0.2,claude-haiku-4-5,2512,105,0,0,0.003037,2026-05-11T20:31:39
hn:48096692,hackernews,CUDA-oxide: Nvidia's official Rust to CUDA compiler,https://nvlabs.github.io/cuda-oxide/index.html,adamnemecek,2026-05-11T15:55:07+00:00,350,107,2026-05-12T00:30:45+00:00,7,6,5,ai,skim,"NVIDIA opens Rust-to-CUDA compilation pathway, lowering friction for developers to target GPU compute. Incremental infrastructure play that extends CUDA moat but doesn't shift demand or capability; relevant to NVDA thesis but not a near-term catalyst.",news_v0.2,claude-haiku-4-5,2525,121,0,0,0.00313,2026-05-11T20:31:41
