id,source,title,url,author,posted_at,hn_score,hn_comments,fetched_at,llm_signal_strength,llm_investment_relevance,llm_market_impact,llm_tag,llm_flag,llm_translation,prompt_version,model,input_tokens,output_tokens,cache_write_tokens,cache_read_tokens,cost_usd,run_timestamp
hn:48430860,hackernews,An Ohio Valley 100k-Watt FM Signal Is Severed in Broad Daylight – Radio World,https://www.radioworld.com/news-and-business/headlines/an-ohio-valley-100000-watt-fm-signal-is-severed-in-broad-daylight,pkaeding,2026-06-07T01:24:15+00:00,42,28,2026-06-07T02:41:53+00:00,4,1,2,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2561,67,0,0,0.002896,2026-06-06T22:42:00
hn:48428025,hackernews,Ntsc-rs – open-source video emulation of analog TV and VHS artifacts,https://ntsc.rs/,gregsadetsky,2026-06-06T19:17:46+00:00,280,67,2026-06-07T02:41:53+00:00,6,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2520,67,0,0,0.002855,2026-06-06T22:42:01
hn:48416264,hackernews,Harness engineering: Leveraging Codex in an agent-first world,https://openai.com/index/harness-engineering/,pramodbiligiri,2026-06-05T18:20:06+00:00,81,42,2026-06-07T02:41:53+00:00,5,4,2,ai,skim,OpenAI blog post on prompt-engineering patterns for agentic workflows; useful tactical reference for AI practitioners but no new capability announcement or market catalyst.,news_v0.2,claude-haiku-4-5,2525,96,0,0,0.003005,2026-06-06T22:42:03
hn:48430539,hackernews,Public Domain Image Archive,https://pdimagearchive.org/,davidbarker,2026-06-07T00:22:51+00:00,29,5,2026-06-07T02:41:53+00:00,4,2,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2506,67,0,0,0.002841,2026-06-06T22:42:04
hn:48425528,hackernews,Moving beyond fork() + exec(),https://lwn.net/SubscriberLink/1076018/16f01bbbb8e0d1f0/,jwilk,2026-06-06T14:34:20+00:00,260,264,2026-06-07T02:41:54+00:00,6,2,2,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2529,67,0,0,0.002864,2026-06-06T22:42:05
hn:48427643,hackernews,Meta confirms 1000s of Instagram accounts were hacked by abusing its AI chatbot,https://this.weekinsecurity.com/meta-confirms-thousands-of-instagram-accounts-were-hacked-by-abusing-its-ai-chatbot/,speckx,2026-06-06T18:35:27+00:00,450,160,2026-06-07T02:41:54+00:00,7,5,4,ai,skim,Real vulnerability in Meta's AI chatbot shows execution risk in rapid deployment; security incidents are table-stakes risk for social platforms but unlikely to move META stock materially unless regulatory action follows.,news_v0.2,claude-haiku-4-5,2550,103,0,0,0.003065,2026-06-06T22:42:07
hn:48425723,hackernews,Zeroserve: A zero-config web server you can script with eBPF,https://su3.io/posts/introducing-zeroserve,losfair,2026-06-06T14:59:43+00:00,196,51,2026-06-07T02:41:54+00:00,6,2,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2527,67,0,0,0.002862,2026-06-06T22:42:09
hn:48424605,hackernews,Nvidia is proposing a beast of a CPU system for Windows PCs,https://twitter.com/lemire/status/2062880075117113739,tosh,2026-06-06T12:52:18+00:00,237,436,2026-06-07T02:41:54+00:00,5,6,4,ai,skim,"NVIDIA expanding into discrete Windows PC CPUs (likely Grace-based) signals compute-stack consolidation, but without hard specs or OEM commitments the investment case remains incremental. Watch for actual commercial design wins; current story reads as early positioning.",news_v0.2,claude-haiku-4-5,2524,117,0,0,0.003109,2026-06-06T22:42:11
hn:48428475,hackernews,"Sem: New primitive for code understanding – not LSPs, but entities on top of Git",https://ataraxy-labs.github.io/sem/,rohanucla,2026-06-06T20:03:55+00:00,62,27,2026-06-07T02:41:54+00:00,5,2,2,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2527,67,0,0,0.002862,2026-06-06T22:42:12
hn:48417490,hackernews,Google to pay SpaceX $920M a month for compute capacity at xAI data centers,https://www.cnbc.com/2026/06/05/google-to-pay-spacex-920-million-a-month-for-xai-compute-capacity.html,toephu2,2026-06-05T20:06:36+00:00,161,724,2026-06-07T02:41:54+00:00,7,8,7,ai,read,Google's long-term compute capacity commitment to xAI signals structural shift in AI infrastructure outsourcing and validates Musk's data-center bet. Direct read on NVDA (GPU supply tightness) and GOOGL capital allocation; upstream consequence for power grid and cooling providers (SMR/nuclear demand + hyperscale capex persistence).,news_v0.2,claude-haiku-4-5,2556,139,0,0,0.003251,2026-06-06T22:42:14
