id,source,title,url,author,posted_at,hn_score,hn_comments,fetched_at,llm_signal_strength,llm_investment_relevance,llm_market_impact,llm_tag,llm_flag,llm_translation,prompt_version,model,input_tokens,output_tokens,cache_write_tokens,cache_read_tokens,cost_usd,run_timestamp
hn:48709670,hackernews,GLM 5.2 beats Claude in our benchmarks,https://semgrep.dev/blog/2026/we-have-mythos-at-home-glm-52-beats-claude-in-our-cyber-benchmarks/,jms703,2026-06-28T17:50:47+00:00,485,239,2026-06-29T02:36:27+00:00,5,4,2,ai,skim,"Company-specific benchmark win (GLM 5.2 on cybersecurity tasks) doesn't constitute a paradigm shift or broad capability claim. Useful for comparing inference quality in a narrow domain, but no immediate thesis-formation value for a 2-year horizon without context on GLM's commercial traction or enterprise adoption.",news_v0.3,claude-haiku-4-5,2661,134,0,0,0.003331,2026-06-28T22:36:37
hn:48710092,hackernews,Historical memory prices 1960-2026,https://dam.stanford.edu/memory-prices.html,vga1,2026-06-28T18:32:53+00:00,174,71,2026-06-29T02:36:28+00:00,6,5,3,other,skim,Historical memory pricing dataset provides context for semiconductor cost curves but lacks forward guidance on DRAM/NAND competitive dynamics or supply constraints relevant to near-term AI infrastructure capex decisions.,news_v0.3,claude-haiku-4-5,2628,103,0,0,0.003143,2026-06-28T22:36:39
hn:48707763,hackernews,5k menus from the New York Public Library’s Buttolph Collection (1880-1920),https://pudding.cool/2026/06/menu-story/,xbryanx,2026-06-28T14:44:56+00:00,331,86,2026-06-29T02:36:28+00:00,5,1,1,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2646,67,0,0,0.002981,2026-06-28T22:36:40
hn:48708941,hackernews,I used Claude Code to get a second opinion on my MRI,https://antoine.fi/mri-analysis-using-claude-code-opus,engmarketer,2026-06-28T16:35:19+00:00,358,464,2026-06-29T02:36:28+00:00,4,3,4,ai,skim,Anecdotal use case of Claude's code-execution capability on medical imaging; illustrates consumer accessibility of frontier AI but lacks institutional validation and carries zero regulatory signal for healthcare AI commercialization timelines.,news_v0.3,claude-haiku-4-5,2637,107,0,0,0.003172,2026-06-28T22:36:42
hn:48712420,hackernews,Knowledge Distillation of Black-Box Large Language Models (2024),https://arxiv.org/abs/2401.07013,babelfish,2026-06-28T22:32:04+00:00,54,12,2026-06-29T02:36:28+00:00,6,5,3,ai,skim,"Knowledge distillation research shows smaller models can approximate frontier LLM capabilities at lower inference cost—relevant to the moat-erosion thesis, but this is academic work, not a commercialization milestone or market signal.",news_v0.3,claude-haiku-4-5,2636,111,0,0,0.003191,2026-06-28T22:36:45
hn:48713697,hackernews,"AI boom risks global financial crash, warn central bankers",https://www.telegraph.co.uk/business/2026/06/28/ai-boom-risks-global-financial-crash-central-bankers-warn/,b-man,2026-06-29T01:25:04+00:00,28,13,2026-06-29T02:36:29+00:00,5,6,7,macro,skim,"Central bankers flagging AI-driven financial instability as a tail risk. This is a soft warning signal (not a hard policy action yet), but watch for follow-on regulatory posturing or stress-test adjustments that could tighten capital requirements for AI-exposed financial institutions or slow mega-cap tech valuations.",news_v0.3,claude-haiku-4-5,2655,132,0,0,0.003315,2026-06-28T22:36:47
hn:48710775,hackernews,TOP500 at ISC’26: We have a New Number 1 Supercomputer,https://chipsandcheese.com/p/top500-at-isc26-we-have-a-new-number,rbanffy,2026-06-28T19:38:00+00:00,77,37,2026-06-29T02:36:29+00:00,7,6,5,ai,skim,"New supercomputer rankings confirm ongoing compute demand and supply-chain capability, but the story itself is incremental—rankings shift every 6 months. Watch for which vendors dominate the top tier (NVDA GPUs, ASML lithography, TSMC fab mix) to inform AI infrastructure and semiconductor concentration theses.",news_v0.3,claude-haiku-4-5,2658,134,0,0,0.003328,2026-06-28T22:36:49
hn:48708182,hackernews,Show HN: Zanagrams,https://zanagrams.com/,pompomsheep,2026-06-28T15:26:14+00:00,186,53,2026-06-29T02:36:29+00:00,3,1,1,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2624,67,0,0,0.002959,2026-06-28T22:36:50
hn:48710232,hackernews,Librepods: AirPods liberated,https://github.com/librepods-org/librepods,rbanffy,2026-06-28T18:48:53+00:00,293,89,2026-06-29T02:36:29+00:00,4,2,3,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2632,67,0,0,0.002967,2026-06-28T22:36:51
hn:48708991,hackernews,Professor denounces mass AI fraud on an exam at Brown,https://english.elpais.com/education/2026-06-28/ai-fraud-at-brown-university-academic-integrity-is-at-risk.html,geox,2026-06-28T16:41:12+00:00,287,391,2026-06-29T02:36:29+00:00,5,2,4,ai,skim,"Academic integrity concern at one university is real but incremental; broader systemic signal about AI adoption friction and institutional resistance that could shape enterprise/education AI adoption timelines, but too early to quantify market consequence.",news_v0.3,claude-haiku-4-5,2656,108,0,0,0.003196,2026-06-28T22:36:54
hn:48709187,hackernews,Working around dragons with the Lemote Yeeloong laptop and OpenBSD,http://oldvcr.blogspot.com/2026/06/working-around-dragons-with-lemote.html,zdw,2026-06-28T16:58:59+00:00,94,21,2026-06-29T02:36:30+00:00,4,1,1,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2651,67,0,0,0.002986,2026-06-28T22:36:55
hn:48708859,hackernews,"Daisugi, the Japanese technique of growing trees out of other trees (2020)",https://www.openculture.com/2020/10/daisugi.html,MaysonL,2026-06-28T16:28:50+00:00,112,36,2026-06-29T02:36:30+00:00,2,1,1,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2648,67,0,0,0.002983,2026-06-28T22:37:00
hn:48708795,hackernews,"Tokenmaxxing is dead, long live tokenmaxxing",https://12gramsofcarbon.com/p/agentics-tech-things-tokenmaxxing,theahura,2026-06-28T16:24:10+00:00,115,142,2026-06-29T02:36:30+00:00,5,6,4,ai,skim,"Commentary on LLM optimization strategy (token efficiency vs. scale). Relevant to understanding AI model economics and capex efficiency, but lacks primary-source data or named catalysts to move specific holdings within 2 years.",news_v0.3,claude-haiku-4-5,2645,111,0,0,0.0032,2026-06-28T22:37:02
