id,source,title,url,author,posted_at,hn_score,hn_comments,fetched_at,llm_signal_strength,llm_investment_relevance,llm_market_impact,llm_tag,llm_flag,llm_translation,prompt_version,model,input_tokens,output_tokens,cache_write_tokens,cache_read_tokens,cost_usd,run_timestamp
hn:48767347,hackernews,Virginia bans sale of geolocation data,https://www.hunton.com/privacy-and-cybersecurity-law-blog/virginia-bans-sale-of-geolocation-data,toomuchtodo,2026-07-02T21:03:45+00:00,500,91,2026-07-03T02:13:10+00:00,7,4,6,macro,skim,"Virginia joins growing state-level privacy regulation restricting location-data sales. This fragments US regulatory landscape and creates compliance costs for ad-tech and data brokers; watch for Fed preemption moves or copycat state bills that could reshape ad-targeting economics (impacts META, GOOGL margins long-term, but effect is slow-burn rather than 2-year catalyst).",news_v0.3,claude-haiku-4-5,2652,144,0,0,0.003372,2026-07-02T22:13:20
hn:48768992,hackernews,An American Privacy Emergency,https://scottaaronson.blog/?p=9902,flowercalled,2026-07-03T00:01:06+00:00,142,39,2026-07-03T02:13:10+00:00,5,2,4,macro,skim,"Privacy policy commentary from a prominent computer scientist. Raises regulatory/litigation risk for data-intensive tech firms, but lacks specific catalyst or named policy change; worth scanning for macro context on tech regulation, not actionable for 2-year horizon.",news_v0.3,claude-haiku-4-5,2623,115,0,0,0.003198,2026-07-02T22:13:22
hn:48768464,hackernews,"crustc: entirety of `rustc`, translated to C",https://github.com/FractalFir/crustc,Philpax,2026-07-02T22:57:35+00:00,134,27,2026-07-03T02:13:11+00:00,5,2,2,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2636,67,0,0,0.002971,2026-07-02T22:13:24
hn:48768997,hackernews,GitHub is proud to announce that you can now obtain your public repo on CD-ROM,https://forms.cloud.microsoft/pages/responsepage.aspx?id=v4j5cvGGr0GRqy180BHbR6G-c11n8yFDlQmk4B-QjDxUQkdTTjZLU0EyTFFRV1E3NVRTVTRTWjRHMy4u&route=shorturl,throwaway2027,2026-07-03T00:01:26+00:00,65,46,2026-07-03T02:13:11+00:00,2,1,1,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2722,67,0,0,0.003057,2026-07-02T22:13:25
hn:48765663,hackernews,Exapunks (2018),https://www.zachtronics.com/exapunks/,yu3zhou4,2026-07-02T18:41:19+00:00,221,80,2026-07-03T02:13:11+00:00,2,1,1,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2632,67,0,0,0.002967,2026-07-02T22:13:26
hn:48763035,hackernews,"Since Linux 6.9, LUKS suspend stopped wiping disk-encryption keys from memory",https://mathstodon.xyz/@iblech/116769502749142438,IngoBlechschmid,2026-07-02T15:25:16+00:00,406,190,2026-07-03T02:13:11+00:00,7,2,4,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2649,67,0,0,0.002984,2026-07-02T22:13:27
hn:48768336,hackernews,Mystery identity of 'Green Boots' climber is finally solved after DNA test,https://www.dailymail.com/news/article-15943905/Mystery-identity-Green-Boots-climber-macabre-landmark-frozen-ice-dying-Everest-finally-solved-DNA-test.html,FireBeyond,2026-07-02T22:44:04+00:00,56,23,2026-07-03T02:13:11+00:00,4,1,1,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2679,67,0,0,0.003014,2026-07-02T22:13:29
hn:48768951,hackernews,Right to Local Intelligence,https://righttointelligence.org/,thoughtpeddler,2026-07-02T23:54:03+00:00,31,12,2026-07-03T02:13:11+00:00,3,2,3,ai,skip,Low signal.,news_v0.3,claude-haiku-4-5,2622,67,0,0,0.002957,2026-07-02T22:13:30
hn:48762098,hackernews,Podman v6.0.0,https://blog.podman.io/2026/07/introducing-podman-v6-0-0/,soheilpro,2026-07-02T14:23:09+00:00,400,156,2026-07-03T02:13:12+00:00,6,3,2,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2643,67,0,0,0.002978,2026-07-02T22:13:31
hn:48759634,hackernews,"PeerTube is a free, decentralized and federated video platform",https://github.com/Chocobozzz/PeerTube,doener,2026-07-02T11:17:45+00:00,519,234,2026-07-03T02:13:12+00:00,5,2,3,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2638,67,0,0,0.002973,2026-07-02T22:13:33
hn:48761118,hackernews,How to ask for help from people who don't know you,https://pradyuprasad.com/writings/how-to-ask-for-help/,FigurativeVoid,2026-07-02T13:19:22+00:00,396,63,2026-07-03T02:13:12+00:00,5,1,1,career,skip,Low signal.,news_v0.3,claude-haiku-4-5,2643,67,0,0,0.002978,2026-07-02T22:13:34
hn:48766209,hackernews,EFF letter to FTC on X consent order (2 July 2026) [pdf],https://cdn.arstechnica.net/wp-content/uploads/2026/07/EFF-letter-to-FTC-on-X-consent-order-7-2-26.pdf,Terretta,2026-07-02T19:27:38+00:00,107,32,2026-07-03T02:13:12+00:00,6,5,6,macro,skim,EFF advocacy on X consent order signals ongoing regulatory friction for social-media platforms on data/privacy practices. Precedent-setting for what FTC enforcement looks like post-Twitter; broad relevance to META and GOOGL but not immediately actionable for 2-year horizon.,news_v0.3,claude-haiku-4-5,2674,124,0,0,0.003294,2026-07-02T22:13:36
hn:48762372,hackernews,FoundationDB's Flow – Bringing Actor-Based Concurrency to C++11,https://apple.github.io/foundationdb/flow.html,sourdecor,2026-07-02T14:41:56+00:00,34,6,2026-07-03T02:13:12+00:00,5,2,2,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2641,67,0,0,0.002976,2026-07-02T22:13:37
hn:48765607,hackernews,This is my attempt to get Vulkan going on NetBSD,https://github.com/segaboy/vulkan-netbsd,segaboy81,2026-07-02T18:36:09+00:00,82,18,2026-07-03T02:13:12+00:00,3,1,1,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2637,67,0,0,0.002972,2026-07-02T22:13:39
hn:48765639,hackernews,Postgres transactions are a distributed systems superpower,https://www.dbos.dev/blog/co-locating-workflow-state-with-your-data,KraftyOne,2026-07-02T18:38:32+00:00,113,55,2026-07-03T02:13:13+00:00,5,2,1,other,skip,Low signal.,news_v0.3,claude-haiku-4-5,2641,67,0,0,0.002976,2026-07-02T22:13:40
