id,source,title,url,author,posted_at,hn_score,hn_comments,fetched_at
hn:48345840,hackernews,Cloudflare Turnstile requiring fingerprintable WebGL,https://hacktivis.me/articles/cloudflare-turnstile-webgl-fingerprinting,HypnoticOcelot,2026-05-31T14:13:20+00:00,522,294,2026-06-01T02:19:19+00:00
hn:48346257,hackernews,1-Bit Bonsai Image 4B Image Generation for Local Devices,https://prismml.com/news/bonsai-image-4b,modinfo,2026-05-31T15:04:52+00:00,293,102,2026-06-01T02:19:19+00:00
hn:48346947,hackernews,Creatine raises brain energy levels and slows cognitive decline: study,https://thesciverse.org/scientists-found-that-the-creatine-supplement-millions-take-for-muscle-gains-is-quietly-raising-brain-energy-levels-and-slowing-early-alzheimers-cognitive-decline-by-30/,MrJagil,2026-05-31T16:19:34+00:00,486,321,2026-06-01T02:19:20+00:00
hn:48350598,hackernews,Chuwi Minibook X: the netbook we deserve,https://tylercipriani.com/blog/2026/05/28/chuwi-minibook-x/,thcipriani,2026-05-31T22:59:50+00:00,95,80,2026-06-01T02:19:20+00:00
hn:48344961,hackernews,Dav2d,https://jbkempf.com/blog/2026/dav2d/,captain_bender,2026-05-31T11:44:45+00:00,398,146,2026-06-01T02:19:20+00:00
hn:48345248,hackernews,United Airlines 767 returns to Newark after Bluetooth name sparks alert,https://simpleflying.com/united-airlines-767-returns-newark-bluetooth-name-alert/,Eridanus2,2026-05-31T12:41:19+00:00,274,427,2026-06-01T02:19:20+00:00
hn:48347354,hackernews,"Meta launches Instagram, Facebook, and WhatsApp subscriptions",https://techcrunch.com/2026/05/27/meta-officially-launches-instagram-facebook-and-whatsapp-subscriptions-with-more-to-come-including-ai-plans/,tambourine_man,2026-05-31T17:02:23+00:00,121,196,2026-06-01T02:19:21+00:00
hn:48348578,hackernews,"Codex just found a ""workaround"" of not having sudo on my PC",https://twitter.com/i/status/2060746160558543217,thunderbong,2026-05-31T18:57:48+00:00,387,189,2026-06-01T02:19:21+00:00
hn:48347153,hackernews,The Speed of Prototyping in the Age of AI,https://darylcecile.net/notes/speed-of-prototyping-age-of-ai,mooreds,2026-05-31T16:37:34+00:00,115,63,2026-06-01T02:19:21+00:00
hn:48348429,hackernews,"Show HN: Streambed – Stream Postgres to Iceberg on S3, Supports Postgres Wire",https://github.com/viggy28/streambed,vira28,2026-05-31T18:43:05+00:00,65,12,2026-06-01T02:19:21+00:00
hn:48350149,hackernews,It's Not Just X. It's Y,https://mail.cyberneticforests.com/its-not-just-data-its-post-training/,mooreds,2026-05-31T21:57:48+00:00,106,89,2026-06-01T02:19:21+00:00
hn:48346019,hackernews,Restartable Sequences,https://justine.lol/rseq/,grappler,2026-05-31T14:38:48+00:00,180,52,2026-06-01T02:19:22+00:00
hn:48343683,hackernews,The Website Specification,https://specification.website/,k1m,2026-05-31T07:09:50+00:00,439,182,2026-06-01T02:19:22+00:00
hn:48343714,hackernews,London's Free Roof Terraces,https://diamondgeezer.blogspot.com/2026/05/londons-free-roof-terraces.html,zeristor,2026-05-31T07:16:18+00:00,269,132,2026-06-01T02:19:22+00:00
hn:48347961,hackernews,"Re: [PATCH] OOM_pardon, a.k.a. don't kill my xlock (2004)",https://lwn.net/Articles/104185/,luu,2026-05-31T17:58:15+00:00,60,47,2026-06-01T02:19:23+00:00
hn:48346693,hackernews,Odysseus – self-hosted AI workspace,https://github.com/pewdiepie-archdaemon/odysseus,Dzheky,2026-05-31T15:50:34+00:00,118,61,2026-06-01T02:19:23+00:00
hn:48345090,hackernews,Backpressure is all you need,https://www.lucasfcosta.com/blog/backpressure-is-all-you-need,lucasfcosta,2026-05-31T12:11:27+00:00,152,86,2026-06-01T02:19:23+00:00
hn:48348737,hackernews,"The History of ""Prisencolinensinainciusol""",https://dirkdeklein.net/2026/02/03/the-fascinating-history-of-prisencolinensinainciusol-the-nonsense-song-that-became-a-global-hit/,NaOH,2026-05-31T19:14:23+00:00,27,7,2026-06-01T02:19:23+00:00
hn:48348864,hackernews,'Backrooms' Stuns with $81M Debut,https://variety.com/2026/film/box-office/backrooms-box-office-record-opening-weekend-obsession-jumps-star-wars-crumbles-1236763355/,mindcrime,2026-05-31T19:27:44+00:00,159,80,2026-06-01T02:19:23+00:00
hn:48345822,hackernews,FROST: Fingerprinting Remotely using OPFS-based SSD Timing [pdf],https://hannesweissteiner.com/pdfs/frost.pdf,simjnd,2026-05-31T14:10:36+00:00,58,15,2026-06-01T02:19:23+00:00
