id,source,title,url,author,posted_at,hn_score,hn_comments,fetched_at
hn:48100706,hackernews,Postmortem: TanStack npm supply-chain compromise,https://tanstack.com/blog/npm-supply-chain-compromise-postmortem,varunsharma07,2026-05-11T21:08:25+00:00,460,141,2026-05-12T00:30:42+00:00
hn:48098261,hackernews,UCLA discovers first stroke rehabilitation drug to repair brain damage (2025),https://stemcell.ucla.edu/news/ucla-discovers-first-stroke-rehabilitation-drug-repair-brain-damage,bookofjoe,2026-05-11T17:53:08+00:00,188,35,2026-05-12T00:30:43+00:00
hn:48100433,hackernews,"If AI writes your code, why use Python?",https://medium.com/@NMitchem/if-ai-writes-your-code-why-use-python-bf8c4ba1a055,indigodaddy,2026-05-11T20:45:55+00:00,73,72,2026-05-12T00:30:43+00:00
hn:48099616,hackernews,Library for fast mapping of Java records to native memory,https://github.com/mamba-studio/TypedMemory,joe_mwangi,2026-05-11T19:33:31+00:00,98,23,2026-05-12T00:30:43+00:00
hn:48094641,hackernews,Google says criminal hackers used AI to find a major software flaw,https://www.nytimes.com/2026/05/11/us/politics/google-hackers-attack-ai.html,donohoe,2026-05-11T13:20:14+00:00,104,77,2026-05-12T00:30:43+00:00
hn:48100500,hackernews,GitLab announces workforce reduction and end of their CREDIT values,https://about.gitlab.com/blog/gitlab-act-2/,AnonGitLabEmpl,2026-05-11T20:51:57+00:00,259,240,2026-05-12T00:30:43+00:00
hn:48093100,hackernews,Ratty – A terminal emulator with inline 3D graphics,https://ratty-term.org/,orhunp_,2026-05-11T10:13:04+00:00,601,194,2026-05-12T00:30:43+00:00
hn:48100970,hackernews,Griffin PowerMate driver for modern macOS,https://github.com/jameslockman/Griffin-PowerMate-Driver,classichasclass,2026-05-11T21:35:38+00:00,20,7,2026-05-12T00:30:44+00:00
hn:48100662,hackernews,I let AI build a tool to help me figure out what was waking me up at night,https://martin.sh/i-let-ai-build-a-tool-to-help-me-figure-out-what-was-waking-me-up-at-night/,showmypost,2026-05-11T21:04:10+00:00,52,51,2026-05-12T00:30:44+00:00
hn:48092028,hackernews,Gmail registration now requires scanning a QR code and sending a text message,https://discuss.privacyguides.net/t/google-account-registration-now-requires-sending-an-sms-via-phone-instead-of-receiving-an-sms/36082,negura,2026-05-11T07:26:54+00:00,548,391,2026-05-12T00:30:44+00:00
hn:48080316,hackernews,"Silverback Imfura took a chance, and ended up alone",https://gorillafund.org/mountain-gorillas/silverback-imfura-took-a-chance-and-ended-up-alone/,alex000kim,2026-05-10T02:06:19+00:00,24,9,2026-05-12T00:30:44+00:00
hn:48085685,hackernews,"Training an LLM in Swift, Part 1: Taking matrix mult from Gflop/s to Tflop/s",https://www.cocoawithlove.com/blog/matrix-multiplications-swift.html,zdw,2026-05-10T17:05:05+00:00,209,11,2026-05-12T00:30:44+00:00
hn:48097078,hackernews,Interfaze: A new model architecture built for high accuracy at scale,https://interfaze.ai/blog/interfaze-a-new-model-architecture-built-for-high-accuracy-at-scale,yoeven,2026-05-11T16:22:31+00:00,101,27,2026-05-12T00:30:44+00:00
hn:48100192,hackernews,"Show HN: OpenGravity – A zero-install, BYOK vanilla JS clone of Antigravity",https://github.com/ab-613/opengravity,ab613,2026-05-11T20:23:25+00:00,38,16,2026-05-12T00:30:45+00:00
hn:48100524,hackernews,Interaction Models,https://thinkingmachines.ai/blog/interaction-models/,smhx,2026-05-11T20:53:37+00:00,71,8,2026-05-12T00:30:45+00:00
hn:48096692,hackernews,CUDA-oxide: Nvidia's official Rust to CUDA compiler,https://nvlabs.github.io/cuda-oxide/index.html,adamnemecek,2026-05-11T15:55:07+00:00,350,107,2026-05-12T00:30:45+00:00
hn:48099790,hackernews,Linux Terminal Memory Usage,https://gilesorr.com/blog/linux-terminal-memory-usage.html,speckx,2026-05-11T19:49:39+00:00,40,34,2026-05-12T00:30:46+00:00
hn:48086190,hackernews,Hardware Attestation as Monopoly Enabler,https://grapheneos.social/@GrapheneOS/116550899908879585,ChuckMcM,2026-05-10T17:54:02+00:00,2072,701,2026-05-12T00:30:46+00:00
hn:48095550,hackernews,Software engineering may no longer be a lifetime career,https://www.seangoedecke.com/software-engineering-may-no-longer-be-a-lifetime-career/,movis,2026-05-11T14:34:08+00:00,342,586,2026-05-12T00:30:47+00:00
