id,source,title,url,author,posted_at,hn_score,hn_comments,fetched_at,llm_signal_strength,llm_investment_relevance,llm_market_impact,llm_tag,llm_flag,llm_translation,prompt_version,model,input_tokens,output_tokens,cache_write_tokens,cache_read_tokens,cost_usd,run_timestamp
hn:48272984,hackernews,Using AI to write better code more slowly,https://nolanlawson.com/2026/05/25/using-ai-to-write-better-code-more-slowly/,signa11,2026-05-25T23:16:59+00:00,147,45,2026-05-26T02:05:00+00:00,5,3,2,ai,skip,Low signal.,news_v0.2,claude-haiku-4-5,2533,67,0,0,0.002868,2026-05-25T22:05:08
hn:48270770,hackernews,Norway's 2 petabytes of Huawei flash storage and LLM training,https://www.blocksandfiles.com/flash/2026/05/22/norways-2-petabytes-of-huawei-flash-storage-and-llm-training/5244910,rbanffy,2026-05-25T19:37:57+00:00,163,76,2026-05-26T02:05:01+00:00,7,6,7,macro,read,"Norway's use of Huawei storage for LLM training signals geopolitical willingness to work around US semiconductor restrictions, but also exposes supply-chain fragility in AI infrastructure. Chain: if Western allies adopt Chinese components for AI workloads → US export controls face diplomatic friction → NVDA's GPU monopoly faces longer-term pressure from competing ecosystems (Huawei, Russia, China homegrown); also hints at cost-arbitrage incentives that could shift training capex away from US vendors within 18–24 months.",news_v0.2,claude-haiku-4-5,2561,181,0,0,0.003466,2026-05-25T22:05:11
hn:48272670,hackernews,"Taking a walk may lead to more creativity than sitting, study finds (2014)",https://www.apa.org/news/press/releases/2014/04/creativity-walk,bilsbie,2026-05-25T22:30:27+00:00,56,32,2026-05-26T02:05:01+00:00,3,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2532,67,0,0,0.002867,2026-05-25T22:05:12
hn:48269580,hackernews,Exit IP VPN servers mitigation rollout,https://mullvad.net/en/help/exit-ip-vpn-servers-mitigation-rollout,Cider9986,2026-05-25T17:45:11+00:00,268,43,2026-05-26T02:05:01+00:00,4,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2529,67,0,0,0.002864,2026-05-25T22:05:14
hn:48272715,hackernews,How Shamir's Secret Sharing Works,https://ente.com/blog/how-shamirs-secret-sharing-works/,subract,2026-05-25T22:37:24+00:00,42,6,2026-05-26T02:05:01+00:00,5,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2520,67,0,0,0.002855,2026-05-25T22:05:15
hn:48271629,hackernews,Ferrari Luce,https://www.ferrari.com/en-EN/auto/ferrari-luce,jumploops,2026-05-25T21:00:38+00:00,65,180,2026-05-26T02:05:01+00:00,4,2,3,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2514,67,0,0,0.002849,2026-05-25T22:05:16
hn:48269961,hackernews,California moves to exempt Linux from its age-verification law after backlash,https://www.tomshardware.com/software/linux/california-moves-to-exempt-linux-from-its-upcoming-age-verification-law-after-backlash-over-forcing-operating-systems-to-collect-users-ages-amendment-proposed-by-the-same-lawmaker-who-wrote-the-original-law,rbanffy,2026-05-25T18:19:58+00:00,659,290,2026-05-26T02:05:01+00:00,5,2,4,macro,skim,California's age-verification law exempting Linux is a minor regulatory wobble with no material impact on public company valuations or 2-year investment theses. The story signals implementation chaos in state tech policy but doesn't move capital allocation or sector profitability.,news_v0.2,claude-haiku-4-5,2588,119,0,0,0.003183,2026-05-25T22:05:18
hn:48257087,hackernews,Squares in Squares,https://kingbird.myphotos.cc/packing/squares_in_squares.html,carlos-menezes,2026-05-24T13:20:14+00:00,23,1,2026-05-26T02:05:02+00:00,2,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2521,67,0,0,0.002856,2026-05-25T22:05:20
hn:48271127,hackernews,Hacker News front page as a site,https://thefrontpage.dev/,thatxliner,2026-05-25T20:12:29+00:00,119,43,2026-05-26T02:05:02+00:00,2,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2512,67,0,0,0.002847,2026-05-25T22:05:21
hn:48268609,hackernews,"Toshifumi Suzuki, founder of Seven-Eleven Japan, has died",https://www.referenceforbusiness.com/biography/S-Z/Suzuki-Toshifumi-1932.html,L_Rahman,2026-05-25T16:20:36+00:00,127,53,2026-05-26T02:05:02+00:00,2,2,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2543,67,0,0,0.002878,2026-05-25T22:05:22
hn:48265206,hackernews,Magnifica Humanitas,https://www.vatican.va/content/leo-xiv/en/encyclicals/documents/20260515-magnifica-humanitas.html,theletterf,2026-05-25T10:11:29+00:00,1341,756,2026-05-26T02:05:02+00:00,2,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2534,67,0,0,0.002869,2026-05-25T22:05:23
hn:48273030,hackernews,Nobody cracks open a programming book anymore,https://unix.foo/posts/nobody-cracks-open-a-programming-book/,zdw,2026-05-25T23:21:57+00:00,89,113,2026-05-26T02:05:02+00:00,5,2,3,career,skip,Low signal.,news_v0.2,claude-haiku-4-5,2520,67,0,0,0.002855,2026-05-25T22:05:25
hn:48273169,hackernews,CVE-2026-28952: Apple macOS 26.5 Kernel Vuln found by Claude,https://support.apple.com/en-us/127115,dragonsenseiguy,2026-05-25T23:40:40+00:00,66,22,2026-05-26T02:05:02+00:00,3,2,2,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2533,67,0,0,0.002868,2026-05-25T22:05:26
hn:48272393,hackernews,Show HN: OpenBrief – Local-first video downloader/summarizer,https://github.com/tantara/openbrief,tantara,2026-05-25T21:50:03+00:00,31,3,2026-05-26T02:05:03+00:00,3,2,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2521,67,0,0,0.002856,2026-05-25T22:05:28
hn:48272354,hackernews,Microsoft Copilot Cowork Exfiltrates Files,https://www.promptarmor.com/resources/microsoft-copilot-cowork-exfiltrates-files,Kneenex,2026-05-25T21:45:57+00:00,189,38,2026-05-26T02:05:03+00:00,7,8,7,ai,read,Security vulnerability in Microsoft's enterprise AI product (Copilot Cowork) demonstrates real execution risk in AI-at-scale deployment. Chain: data exfiltration incidents → enterprise customer caution on cloud AI adoption → slower monetization of MSFT's AI infrastructure plays; also informs broader regulatory scrutiny risk on foundation-model providers.,news_v0.2,claude-haiku-4-5,2535,137,0,0,0.00322,2026-05-25T22:05:30
hn:48267290,hackernews,What we lost when we stopped letting kids leave the front yard,https://stevemagness.substack.com/p/the-cost-of-safetyism,obscurette,2026-05-25T14:29:52+00:00,66,56,2026-05-26T02:05:04+00:00,4,1,2,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2528,67,0,0,0.002863,2026-05-25T22:05:32
hn:48267126,hackernews,"C extensions, portability, and alternative compilers",https://lemon.rip/w/6-c-extensions-compilers/,xngbuilds,2026-05-25T14:15:19+00:00,138,48,2026-05-26T02:05:04+00:00,5,2,2,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2522,67,0,0,0.002857,2026-05-25T22:05:33
hn:48270812,hackernews,A successful Japanese trial of a ramjet engine designed for Mach‑5 aircraft,https://www.bgr.com/2178211/japan-hypersonic-engine-ramjet-2-hour-flights-to-us/,rmason,2026-05-25T19:43:45+00:00,100,88,2026-05-26T02:05:04+00:00,7,4,5,macro,skim,"Japan's hypersonic ramjet milestone signals acceleration in military aerospace capabilities and geopolitical competition, but lacks direct equity exposure for a 2-year retail horizon; watch for downstream defense-contractor capex announcements (LMT, RTX) if US matching efforts accelerate.",news_v0.2,claude-haiku-4-5,2544,124,0,0,0.003164,2026-05-25T22:05:35
hn:48271327,hackernews,Yoti age checks share facial photos and device fingerprints with third parties,https://techxplore.com/news/2026-05-online-age-pointless-privacy.html,Lihh27,2026-05-25T20:30:25+00:00,120,25,2026-05-26T02:05:04+00:00,7,3,5,macro,skim,"Privacy regulation risk for age-verification SaaS providers; potential catalyst for EU/UK enforcement action. Indirect relevance: if enforcement tightens, compliance cost rises for fintech/gaming platforms that rely on age-check integrations, which could pressure margins 12-24 months out.",news_v0.2,claude-haiku-4-5,2536,127,0,0,0.003171,2026-05-25T22:05:38
npr:a19efc0f99d5,npr,"Ahead of the World Cup, pressure to win and grow American soccer is on Tim Ream's mind",https://www.npr.org/2026/05/25/g-s1-124246/world-cup-usmnt-tim-ream,Jeffrey Pierre,2026-05-26T04:03:41+00:00,,,2026-05-26T02:05:04+00:00,2,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2544,67,0,0,0.002879,2026-05-25T22:05:39
npr:c66366b461ac,npr,"After Stephen Colbert's viral talk show parody, CBS backs down from copyright action",https://www.npr.org/2026/05/25/nx-s1-5833860/colbert-only-in-monroe-viral-cbs-paramount,Brian Mann,2026-05-26T00:58:37+00:00,,,2026-05-26T02:05:04+00:00,3,1,2,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2544,67,0,0,0.002879,2026-05-25T22:05:40
npr:6c65fe3868b3,npr,Trump to get 'routine annual' medical exam 7 months after last visit to Walter Reed,https://www.npr.org/2026/05/25/nx-s1-5833855/trump-medical-checkup,Luke Garrett,2026-05-26T00:28:56+00:00,,,2026-05-26T02:05:04+00:00,2,1,1,other,skip,Low signal.,news_v0.2,claude-haiku-4-5,2538,67,0,0,0.002873,2026-05-25T22:05:41
npr:704f310884d0,npr,"Trump says U.S. and Iran nearing a peace deal. And, Pope Leo weighs in on AI's rise",https://www.npr.org/2026/05/25/g-s1-124191/up-first-newsletter-iran-war-trump-ebola-california-chemical-tank-pope-leo-ai,Brittney Melton,2026-05-25T17:31:08+00:00,,,2026-05-26T02:05:04+00:00,4,3,7,macro,skim,"Trump peace-deal rhetoric on Iran is noise without specifics, but geopolitical de-escalation would soften oil prices and reduce Middle East risk premium—benefiting growth-tech valuations and EV thesis timelines. Pope's AI commentary is pure narrative; skip that thread entirely.",news_v0.2,claude-haiku-4-5,2565,125,0,0,0.00319,2026-05-25T22:05:43
